INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID00100574	DSSTox_Substance_Id	DTXSID00100574	Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane, (9Z,12Z)-9,12-octadecadienoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100579	DSSTox_Substance_Id	DTXSID00100579	C.I. Basic Violet 1, benzoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100594	DSSTox_Substance_Id	DTXSID00100594	Fatty acids, C16 and C18-unsatd., Me esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100615	DSSTox_Substance_Id	DTXSID00100615	Amides, tallow, hydrogenated, N,N'-ethylenebis-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001006300	DSSTox_Substance_Id	DTXSID001006300	6-[(1-Hydroxy-2,4-dimethylheptylidene)amino]hexanoic acid--2,2',2''-nitrilotri(ethan-1-ol) (1/1)	C21H44N2O6	420.591	1.18147e-11	83.2852	3.54406	350.462	3.26026e-10	0.669225	8.19567	1230.86	0.789624	157.421	2.15764e-07	0.00180458
DTXSID00100650	DSSTox_Substance_Id	DTXSID00100650	Fatty acids, tallow, 2-ethylhexyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100655	DSSTox_Substance_Id	DTXSID00100655	Oils, bergamot, psoralen-free	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100670	DSSTox_Substance_Id	DTXSID00100670	Resin acids and Rosin acids, hydrogenated, esters with triethylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100690	DSSTox_Substance_Id	DTXSID00100690	2-Propenoic acid, 2-methyl-, methyl ester, telomer with 2-ethylhexyl 2-propenoate and 2-mercaptoethanol, reaction products with ammonia and N,N',2-tris(6-isocyanatohexyl)imidodicarbonic diamide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100711	DSSTox_Substance_Id	DTXSID00100711	Oxirane, 2-methyl-, polymer with oxirane, mono-C12-18-alkyl ethers, phosphates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100716	DSSTox_Substance_Id	DTXSID00100716	Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane, reaction products with polyethylenimine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001007489	DSSTox_Substance_Id	DTXSID001007489	Methyl 2-(5-ethyl-2-{2-methyl-1-[(prop-2-enoyl)oxy]propan-2-yl}-1,3-dioxan-5-yl)prop-2-enoate	C17H26O6	326.389	8.24725e-11	8.7422	5.68223	299.649	3.6209e-09	0.557365	8.95496	990.51	3.64271	-2.76641	8.47463e-06	0.00106812
DTXSID00100756	DSSTox_Substance_Id	DTXSID00100756	Linseed oil, oxidized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100852	DSSTox_Substance_Id	DTXSID00100852	Hexanedioic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,4-butanediol, 2,2-dimethyl-1,3-propanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100872	DSSTox_Substance_Id	DTXSID00100872	Amines, N,N,N'-trimethyl-N'-tallow alkyltrimethylenedi-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100892	DSSTox_Substance_Id	DTXSID00100892	Fatty acids, tall-oil, mixed with oleic acid, sulfated, potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009104	DSSTox_Substance_Id	DTXSID001009104	Propan-2-one--N-phenylaniline (1/1)	C15H17NO	227.307	1.92492e-10	150.969	6.65386	302.031	7.36032e-08	2.22983	7.65602	604.842	1.53349	74.3821	0.00066696	0.000258725
DTXSID001009166	DSSTox_Substance_Id	DTXSID001009166	Poly(styrene-isobutylene)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100933	DSSTox_Substance_Id	DTXSID00100933	Tall-oil pitch, calcium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009459	DSSTox_Substance_Id	DTXSID001009459	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 2-[2-[(1,3-dimethylbutylidene)amino]ethoxy]ethanol-blocked, hydrolyzed	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009461	DSSTox_Substance_Id	DTXSID001009461	Chromate(1-), [6-(amino-.kappa.N)-5-[2-[2-(hydroxy-.kappa.O)-4-nitrophenyl]diazenyl-.kappa.N1]-1-naphthalenesulfonato(2-)][2-[[[2-(hydroxy-.kappa.O)ethyl]imino-.kappa.N]methyl]phenolato(2-)-.kappa.O]-, sodium	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009473	DSSTox_Substance_Id	DTXSID001009473	2-Propenoic acid, polymer with .alpha.-(2-methyl-1-oxo-2-propen-1-yl)-.omega.-methoxypoly(oxy-1,2-ethanediyl) and sodium 2-methyl-2-propene-1-sulfonate (1:1), sodium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009485	DSSTox_Substance_Id	DTXSID001009485	1,3-Benzenedicarboxylic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, hexanedioic acid and nonanedioic acid, cyclohexylamine-modified	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009497	DSSTox_Substance_Id	DTXSID001009497	1,4-Benzenedicarboxylic acid, 1,4-dimethyl ester, polymer with 1,2-propanediol, diester with .alpha.-methyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009504	DSSTox_Substance_Id	DTXSID001009504	Hexanedioic acid, polymer with 1,4-butanediol, 1,6-hexanediol, 1,1'-methylenebis[4-isocyanatobenzene], 2-oxepanone and 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009516	DSSTox_Substance_Id	DTXSID001009516	Benzene, diethenyl-, polymer with ethenylbenzene and ethenylethylbenzene, chloromethylated, trimethylamine-quaternized, hydroxide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009528	DSSTox_Substance_Id	DTXSID001009528	2-Propenoic acid, 2-methyl-, dodecyl ester, polymer with methyl 2-methyl-2-propenoate and tetradecyl 2-methyl-2-propenoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009530	DSSTox_Substance_Id	DTXSID001009530	Oxirane, 2-methyl-, polymer with oxirane, mono[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propyl] ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009542	DSSTox_Substance_Id	DTXSID001009542	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-(2-aminomethylethoxy)-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009554	DSSTox_Substance_Id	DTXSID001009554	1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,4-butanediol and nonanedioic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009566	DSSTox_Substance_Id	DTXSID001009566	Formaldehyde, polymer with 4-nonylphenol and oxirane, benzoate hydrogen 2-sulfobutanedioate, sodium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009578	DSSTox_Substance_Id	DTXSID001009578	1,3-Benzenedicarboxylic acid, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate and 1,2-ethanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009580	DSSTox_Substance_Id	DTXSID001009580	Poly(oxy-1,2-ethanediyl), .alpha.-(9Z)-9-octadecen-1-yl-.omega.-hydroxy-, phosphate, potassium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009592	DSSTox_Substance_Id	DTXSID001009592	2-Propenoic acid, polymer with 2-(chloromethyl)oxirane and 4,4'-(1-methylethylidene)bis[phenol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009609	DSSTox_Substance_Id	DTXSID001009609	Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(9-octadecen-1-yloxy)-, ammonium salt (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009611	DSSTox_Substance_Id	DTXSID001009611	Siloxanes and Silicones, di-Me, [[[3-[(2-aminoethyl)amino]propyl]silylidyne]tris(oxy)]tris-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009623	DSSTox_Substance_Id	DTXSID001009623	Castor oil, polymer with 1,1'-methylenebis[4-isocyanatobenzene] and polypropylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009635	DSSTox_Substance_Id	DTXSID001009635	Benzene, diethenyl-, polymer with ethenylbenzene and ethenylethylbenzene, sulfonated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009647	DSSTox_Substance_Id	DTXSID001009647	Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol, magnesium oxide complex	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009659	DSSTox_Substance_Id	DTXSID001009659	2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate, ammonium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009661	DSSTox_Substance_Id	DTXSID001009661	Hexanedioic acid, polymer with 1,4-butanediol and 1,4-cyclohexanedimethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009673	DSSTox_Substance_Id	DTXSID001009673	Phenol, polymer with 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene, cyanate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009685	DSSTox_Substance_Id	DTXSID001009685	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-octadecyl-.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009697	DSSTox_Substance_Id	DTXSID001009697	2-Oxepanone, homopolymer, 2-[(1-oxo-2-propen-1-yl)oxy]ethyl ester	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009704	DSSTox_Substance_Id	DTXSID001009704	Formaldehyde, polymer with 2-(chloromethyl)oxirane and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009716	DSSTox_Substance_Id	DTXSID001009716	Benzene, 1,1'-methylenebis[4-isocyanato-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009728	DSSTox_Substance_Id	DTXSID001009728	Siloxanes and Silicones, Me 3,3,3-trifluoropropyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009730	DSSTox_Substance_Id	DTXSID001009730	Formaldehyde, polymer with [1,1'-biphenyl]-4-ol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009742	DSSTox_Substance_Id	DTXSID001009742	Cellulose, 2-hydroxyethyl methyl ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009754	DSSTox_Substance_Id	DTXSID001009754	Oils, pennyroyal, Mentha pulegium	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009766	DSSTox_Substance_Id	DTXSID001009766	Oils, elder, Sambucus nigra	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009778	DSSTox_Substance_Id	DTXSID001009778	.beta.-Galactosidase	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00100978	DSSTox_Substance_Id	DTXSID00100978	Sulfuric acid, mono-C15-18-alkyl esters, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009780	DSSTox_Substance_Id	DTXSID001009780	Oils, savory, summer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009792	DSSTox_Substance_Id	DTXSID001009792	Oils, marshmallow	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009809	DSSTox_Substance_Id	DTXSID001009809	Oils, angelica	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009811	DSSTox_Substance_Id	DTXSID001009811	Oils, galbanum	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009823	DSSTox_Substance_Id	DTXSID001009823	Balsams, tolu	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009835	DSSTox_Substance_Id	DTXSID001009835	Oils, Asarum	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009847	DSSTox_Substance_Id	DTXSID001009847	Oils, hop	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009859	DSSTox_Substance_Id	DTXSID001009859	Isophthalic acid-neopentyl glycol-terephthalic acid-trimethylolpropane polymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009873	DSSTox_Substance_Id	DTXSID001009873	Methyl (E)-3-(furan-2-yl)prop-2-enoate	C8H8O3	152.149	3.76408e-11	5.39637	4.64422	213.806	1.5783e-05	0.147324	4.15752	66.4836	2.06449	14.4853	0.258298	0.0836139
DTXSID001009928	DSSTox_Substance_Id	DTXSID001009928	Siloxanes and Silicones, di-Me, polymers with 3-((2-aminoethyl)amino)propyl Ph silsesquioxanes, methoxy-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001009978	DSSTox_Substance_Id	DTXSID001009978	Alcohols, C11-15-secondary	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00101006	DSSTox_Substance_Id	DTXSID00101006	Soybean oil, polymer with dipentaerythritol, pentaerythritol, phthalic anhydride, styrene, tung oil and vinyltoluene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010189	DSSTox_Substance_Id	DTXSID001010189	Naphtha (petroleum), light steam-cracked debenzenized polymers hydrogenated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010208	DSSTox_Substance_Id	DTXSID001010208	Niobium boride (NbB2)	B2Nb	114.53	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010210	DSSTox_Substance_Id	DTXSID001010210	Scandium boride (ScB2)	B2Sc	66.58	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010272	DSSTox_Substance_Id	DTXSID001010272	Barium tin oxide (BaSnO3)	BaO3Sn	304.034	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00101041	DSSTox_Substance_Id	DTXSID00101041	Extracts (petroleum), heavy paraffinic distillates, solvent-deasphalted	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID00101061	DSSTox_Substance_Id	DTXSID00101061	Tall oil, polymd., oxidized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010858	DSSTox_Substance_Id	DTXSID001010858	Egg white	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010860	DSSTox_Substance_Id	DTXSID001010860	Peroxidase	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010872	DSSTox_Substance_Id	DTXSID001010872	Oils, rutabaga	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010884	DSSTox_Substance_Id	DTXSID001010884	Oils, pine needle	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010896	DSSTox_Substance_Id	DTXSID001010896	Poly(oxymethylene)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010903	DSSTox_Substance_Id	DTXSID001010903	.alpha.-Glucosidase	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010915	DSSTox_Substance_Id	DTXSID001010915	1-Decene, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010927	DSSTox_Substance_Id	DTXSID001010927	Starch, 2,3-dialdehydo	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010939	DSSTox_Substance_Id	DTXSID001010939	Lanolin, oil, ethoxylated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010941	DSSTox_Substance_Id	DTXSID001010941	Hexacosane, chloro derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010953	DSSTox_Substance_Id	DTXSID001010953	Butene, polymer with ethene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010965	DSSTox_Substance_Id	DTXSID001010965	1-Butene, polymer with ethene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010977	DSSTox_Substance_Id	DTXSID001010977	Amines, soya alkyl, ethoxylated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010989	DSSTox_Substance_Id	DTXSID001010989	Alkenes, C26-30 .alpha.-, polymd.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001010991	DSSTox_Substance_Id	DTXSID001010991	1-Pentene, 4-methyl-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011006	DSSTox_Substance_Id	DTXSID001011006	Platinum, chloro octanol complexes	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011018	DSSTox_Substance_Id	DTXSID001011018	Oils, fleabane, Erigeron canadensis	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011020	DSSTox_Substance_Id	DTXSID001011020	Acetic acid, 2-hydroxy-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011032	DSSTox_Substance_Id	DTXSID001011032	Fatty acids, castor-oil, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011044	DSSTox_Substance_Id	DTXSID001011044	Formaldehyde, polymer with cyclohexanone	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011056	DSSTox_Substance_Id	DTXSID001011056	Oxazole, 2-ethyl-4,5-dihydro-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011068	DSSTox_Substance_Id	DTXSID001011068	Urea, polymer with formaldehyde and methanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011070	DSSTox_Substance_Id	DTXSID001011070	Phosphoric acid, polymer with 2-aminoethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011082	DSSTox_Substance_Id	DTXSID001011082	Phenol, polymer with formaldehyde, sulfonated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011094	DSSTox_Substance_Id	DTXSID001011094	2,5-Furandione, polymer with 2-methyl-1-propene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011101	DSSTox_Substance_Id	DTXSID001011101	2-Propenoic acid, sodium salt (1:1), homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011113	DSSTox_Substance_Id	DTXSID001011113	Formaldehyde, polymer with nonylphenol and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011125	DSSTox_Substance_Id	DTXSID001011125	D-Glucitol, reaction products with epichlorohydrin	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011137	DSSTox_Substance_Id	DTXSID001011137	Hexanedioic acid, polymer with 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011149	DSSTox_Substance_Id	DTXSID001011149	1,3-Benzenediol, 4,?-bis[2-(dimethylphenyl)diazenyl]-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011151	DSSTox_Substance_Id	DTXSID001011151	Hexanedioic acid, polymer with 2,2'-iminobis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011163	DSSTox_Substance_Id	DTXSID001011163	Amides, coco, N-[3-(dimethylamino)propyl], ethoxylated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011175	DSSTox_Substance_Id	DTXSID001011175	Hexanedioic acid, mixed decyl and hexyl and octyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011187	DSSTox_Substance_Id	DTXSID001011187	Fatty acids, coco, 2-[(2-hydroxyethyl)amino]ethyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011199	DSSTox_Substance_Id	DTXSID001011199	Phosphoric acid, monoisooctyl ester, potassium salt (1:?)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011206	DSSTox_Substance_Id	DTXSID001011206	Methanone, (4-chlorophenyl)(4-hydroxyphenyl)-, homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011218	DSSTox_Substance_Id	DTXSID001011218	2-Butyne-1,4-diol, ethers with epichlorohydrin, hydrolyzed	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011220	DSSTox_Substance_Id	DTXSID001011220	Fatty acids, tallow, reaction products with diethanolamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011232	DSSTox_Substance_Id	DTXSID001011232	Ethanedial, polymer with 2-(chloromethyl)oxirane and phenol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011244	DSSTox_Substance_Id	DTXSID001011244	Acetic acid ethenyl ester, polymer with ethene and 1-propene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011256	DSSTox_Substance_Id	DTXSID001011256	2-Propenoic acid, 2-methyl-, ammonium salt (1:1), homopolymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID001011268	DSSTox_Substance_Id	DTXSID001011268	1,3-Isobenzofurandione, polymer with 1,1'-iminobis[2-propanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
