INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID40892007	DSSTox_Substance_Id	DTXSID40892007	Sodium lauroyl methyl isethionate	C15H29NaO5S	344.44	1.85264e-11	15.0521	5.68952	320.509	1.97325e-10	0.533261	10.6872	2630.3	1.39071	139.446	3.72137e-06	0.00109614
DTXSID40892143	DSSTox_Substance_Id	DTXSID40892143	1-Ethyl-2-(8Z)-8-heptadecenyl-4,5-dihydro-1- (2-(((9Z)-1-oxo-9-octadecenyl)amino)ethyl)-1H-imidazolium ethyl sulfate	C44H85N3O5S	768.24	1.33662e-10	47.4557	75.7523	480.124	2.73918e-08	0.787477	11.3778	29696.2	0.739685	159.445	4.30705e-10	7.0295e-08
DTXSID40892148	DSSTox_Substance_Id	DTXSID40892148	Acetic acid, 2-chloro-, reaction products with 2-heptyl-4,5-dihydro-1H-imidazole-1-ethanol and sodium hydroxide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892168	DSSTox_Substance_Id	DTXSID40892168	Lithopone	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892188	DSSTox_Substance_Id	DTXSID40892188	Cod liver oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892204	DSSTox_Substance_Id	DTXSID40892204	Fatty acids, tall-oil, reaction products with 2-((2-aminoethyl)amino)ethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892229	DSSTox_Substance_Id	DTXSID40892229	Bisphenol A-Bisphenol A diglycidyl ether polymer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892244	DSSTox_Substance_Id	DTXSID40892244	Pyrite	FeS2	119.97	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892325	DSSTox_Substance_Id	DTXSID40892325	2-Perfluorodecyl ethanoic acid	C12H3F21O2	578.12	9.57777e-14	81.9813	5.46577	220.405	3.31657e-10	3.0034	4.95132	85038.9	5.26202	88.6432	0.00110549	3.06878e-05
DTXSID40892421	DSSTox_Substance_Id	DTXSID40892421	Diacetyl monododecanoyl glyceride	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892426	DSSTox_Substance_Id	DTXSID40892426	Iron silicide (FeSi)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40892502	DSSTox_Substance_Id	DTXSID40892502	Sodium (2Z)-3-carboxyacrylate	C4H3NaO4	138.054	1.07078e-11	4.93636	5.33546	318.137	6.77597e-09	0.118411	7.19457	8.6883	-1.5208	182.236	7.07636e-05	0.0613067
DTXSID40892507	DSSTox_Substance_Id	DTXSID40892507	2-[(8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctyl)oxy]-1,1,2,2-tetrafluoroethanesulfonic acid	C10HClF20O4S	632.59	2.33774e-15	32.7719	4.45765	223.521	3.16792e-10	2.93653	7.64484	83113.0	6.40934	179.168	3.47102e-06	4.22824e-06
DTXSID40892986	DSSTox_Substance_Id	DTXSID40892986	Sodium 3-(perfluoropropyl)propanoate	C6H4F7NaO2	264.075	1.89773e-13	5.3204	4.27868	147.251	2.23675e-09	0.0875122	4.06748	75.4585	1.50633	56.1563	0.518819	0.000484253
DTXSID40893014	DSSTox_Substance_Id	DTXSID40893014	Macadamia Ternifolia Seed Oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893019	DSSTox_Substance_Id	DTXSID40893019	Oligomeric D-​glucopyranose heptyl glycosides	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893034	DSSTox_Substance_Id	DTXSID40893034	Calcium citrate tetrahydrate	C12H18Ca3O18	570.492	3.33572e-12	4.16394	4.09194	318.064	1.54655e-10	0.105991	7.9121	119.011	-2.25584	176.465	1.65442e-08	4.90398
DTXSID40893039	DSSTox_Substance_Id	DTXSID40893039	Apricot kernel oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893054	DSSTox_Substance_Id	DTXSID40893054	Tribromoneopentyl alcohol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893074	DSSTox_Substance_Id	DTXSID40893074	Sulfur tetrafluoride	F4S	108.05	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893079	DSSTox_Substance_Id	DTXSID40893079	Bis(3-fluorosalicylal)ethylenediaminecobalt(II)	C16H14CoF2N2O2	363.23	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893094	DSSTox_Substance_Id	DTXSID40893094	Molybdenum, borate neodecanoate oxo complexes	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893099	DSSTox_Substance_Id	DTXSID40893099	Calcium phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893110	DSSTox_Substance_Id	DTXSID40893110	Diphosphoric acid, P,P-bis(2-ethylhexyl) ester, titanium complex	C60H128O24P6Ti	1467.368	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893115	DSSTox_Substance_Id	DTXSID40893115	3'H-​Cyclopropa[7,​22]​[5,​6]​fullerene-​C70-​D5h(6)​-​3'-​butanoic acid, 3'-​phenyl-​, methyl ester	C82H14O2	1031.012	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893130	DSSTox_Substance_Id	DTXSID40893130	Hexasodium N,N',N''-(nitrilotri-2,1-ethanediyl)tris(-2-imidotetrathiodicarbonate)	C12H12N4Na6S12	734.91	5.89795e-11	346.202	25.2052	506.659	2.69244e-09	1.8029	11.6772	661.135	-0.440448	166.739	1.13301e-08	1.95122e-07
DTXSID40893135	DSSTox_Substance_Id	DTXSID40893135	1-Butanol, 2,2-bis[(2-propenyloxy)methyl]-, zirconium complex	C30H39N3O6Zr	628.881	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893150	DSSTox_Substance_Id	DTXSID40893150	Lithium aluminate (LiAlO2)	AlLiO2	65.92	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893211	DSSTox_Substance_Id	DTXSID40893211	Aluminum magnesium oxide (MgAl2O4)	Al2MgO4	142.264	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893216	DSSTox_Substance_Id	DTXSID40893216	Cobalt lithium oxide (CoLiO2)	CoLiO2	97.87	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893231	DSSTox_Substance_Id	DTXSID40893231	1,10-Decanediyl diacrylate	C16H26O4	282.38	2.77184e-11	132.107	4.93938	310.51	1.18906e-07	0.725248	7.87754	2247.28	4.4284	-28.4898	5.36962e-05	0.00148805
DTXSID40893236	DSSTox_Substance_Id	DTXSID40893236	Beryl (Al2Be3(SiO3)6)	Al2Be3O18Si6	537.492	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893251	DSSTox_Substance_Id	DTXSID40893251	Disodium lauroamphodiacetate	C20H36N2Na2O6	446.496	1.18596e-11	9.59434	8.41962	303.718	6.99815e-10	0.277432	9.34674	17093.1	2.99637	132.663	1.71397e-09	0.000590085
DTXSID40893276	DSSTox_Substance_Id	DTXSID40893276	2-[(2-Phenylhydrazino)carbonyl]cyclohexanecarboxylic acid	C14H18N2O3	262.309	2.15869e-11	2.897	4.71787	284.612	1.67697e-10	0.113798	9.21989	619.186	-1.02482	167.238	2.53338e-10	0.00895438
DTXSID40893291	DSSTox_Substance_Id	DTXSID40893291	Methyl (dimethoxy(methyl)silyl)methylcarbamate	C6H15NO4Si	193.274	3.82574e-11	3.50633	3.67871	213.713	3.56606e-09	0.10259	6.28206	13.0906	0.512482	91.7055	0.0686124	1.79974
DTXSID40893352	DSSTox_Substance_Id	DTXSID40893352	1,1'-Iminodi(2-propanol) acetate (1:1)	C8H19NO4	193.243	4.01148e-11	2.9119	4.97286	249.985	2.97866e-09	0.085047	7.25694	14.1015	1.36604	131.35	0.000125972	6.50445
DTXSID40893357	DSSTox_Substance_Id	DTXSID40893357	(1,1,3,3-Tetramethyl-1,3-disiloxanediyl)bis(2,1-ethanediyl-4,1-phenylene) diacetate	C24H34O5Si2	458.701	3.3659e-11	84.8779	199.406	401.592	6.97992e-08	2.65689	11.7384	20101.8	7.59332	50.3264	1.28083e-06	3.89091e-07
DTXSID40893392	DSSTox_Substance_Id	DTXSID40893392	3-[(Lauramidoethyl)dimethylammonio]-2-hydroxypropanesulfonate	C20H42N2O5S	422.63	2.07245e-11	14.187	8.71238	334.927	2.36304e-08	0.259582	9.48401	13999.9	2.2699	115.658	3.42457e-09	0.00229893
DTXSID40893413	DSSTox_Substance_Id	DTXSID40893413	Lithium tri-tert-butoxyaluminohydride	C12H28AlLiO3	254.27	1.13533e-12	5.0074	7.55742	82.6382	9.04925e-06	0.0741352	3.51598	10.1455	0.956972	-33.9854	40.2796	9.0905
DTXSID40893418	DSSTox_Substance_Id	DTXSID40893418	Diethoxy(methyl)silane	C5H14O2Si	134.25	8.92107e-12	3.92693	4.13851	103.29	0.000199994	0.615659	3.06797	42.6339	2.1122	-45.3896	15.8832	0.0176757
DTXSID40893433	DSSTox_Substance_Id	DTXSID40893433	Butyl hydrogen fumarate	C8H12O4	172.18	2.33763e-11	3.48329	4.65327	264.316	3.11591e-09	0.109337	7.72321	13.9213	0.435594	24.3179	0.000305986	0.172382
DTXSID40893534	DSSTox_Substance_Id	DTXSID40893534	(9Z)-9-Octadecenoic acid with 1,1'-iminodi(2-propanol) (1:1)	C24H49NO4	415.659	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893574	DSSTox_Substance_Id	DTXSID40893574	1,1'-[Oxybis[2,2-bis[[(3,5,5-trimethyl-1-oxohexyl)oxy]methyl]-3,1-propanediyl]] 3,5,5-trimethyl-hexanoate	C64H118O13	1095.635	1.05278e-10	28.5447	12.9695	463.06	1.20887e-08	2.07777	11.672	100259.0	8.84317	53.23	1.27465e-10	1.30827e-06
DTXSID40893599	DSSTox_Substance_Id	DTXSID40893599	Mercury fulminate	C2HgN2O2	284.62	1.01562e-12	5.36381	5.44315	211.952	6.65125e-06	0.120448	2.61502	3.78316	-2.32821	219.198	0.340491	1.12735
DTXSID40893615	DSSTox_Substance_Id	DTXSID40893615	Sodium butyl 8-sulphonatooleate	C22H41NaO5S	440.61	6.37677e-11	28.9013	5.71539	322.848	2.92555e-08	0.622399	10.3737	13668.9	5.64428	135.493	8.1764e-08	0.000264172
DTXSID40893736	DSSTox_Substance_Id	DTXSID40893736	Uranyl sulfate	O6SU	366.08	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893756	DSSTox_Substance_Id	DTXSID40893756	Bis(octahydro-1,4,7-trimethyl-1H-1,4,7-triazonine-kappaN1,kappaN4,kappaN7)tri-mu-oxodi-manganese(2+) acetate (1:2)	C22H48Mn2N6O7	618.537	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893776	DSSTox_Substance_Id	DTXSID40893776	Bis(2-ethylhexyloxy)titanium bis(2,4-pentanedionate)	C26H48O6Ti	504.531	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893832	DSSTox_Substance_Id	DTXSID40893832	Titanium carbide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893837	DSSTox_Substance_Id	DTXSID40893837	Tantalum monocarbide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893852	DSSTox_Substance_Id	DTXSID40893852	Vanadium sulfide (V2S3)	S3V2	198.06	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893857	DSSTox_Substance_Id	DTXSID40893857	Indium(3+) oxide	In2O3	277.633	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893872	DSSTox_Substance_Id	DTXSID40893872	Bismuth hydroxide nitrate oxide (Bi5(OH)​9(NO3)​4O)	Bi5H9N4O22	1461.98	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893897	DSSTox_Substance_Id	DTXSID40893897	Silver oxide (Ag2O)	Ag2O	231.735	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893933	DSSTox_Substance_Id	DTXSID40893933	Tungsten(VI) chloride	Cl6W	396.54	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40893938	DSSTox_Substance_Id	DTXSID40893938	N,N''-1,6-Hexanediylbis[N'-[(1S)-1-phenylethyl]urea]	C24H34N4O2	410.562	2.92736e-11	198.1	3.34647	265.512	2.13703e-08	0.191967	9.46556	13865.4	2.44356	173.498	1.54432e-09	0.000159879
DTXSID40893953	DSSTox_Substance_Id	DTXSID40893953	Pyridinium chlorochromate	C5H6ClCrNO3	215.55	3.73653e-13	4.37016	4.73744	115.282	1.0967e-05	0.0990032	3.32144	39.6973	0.590151	163.613	20.7672	9.45794
DTXSID40893973	DSSTox_Substance_Id	DTXSID40893973	Ammonium hexachloropalladate(IV)	Cl6H8N2Pd	355.2	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894021	DSSTox_Substance_Id	DTXSID40894021	(Dibutylamine)bis(dibutyldithiocarbamato-S,S')zinc	C26H55N3S4Zn	603.37	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894061	DSSTox_Substance_Id	DTXSID40894061	Boron fluoride methanolate	CH3BF3O	98.84	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894107	DSSTox_Substance_Id	DTXSID40894107	Iron(III) bromide	Br3Fe	295.557	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894167	DSSTox_Substance_Id	DTXSID40894167	2,2-Dihydroxy-1-phenylethanone	C8H8O3	152.149	8.31425e-12	3.87581	3.56509	260.62	1.18244e-08	0.115034	7.61087	55.2061	0.619814	123.618	9.41466e-06	1.12643
DTXSID40894203	DSSTox_Substance_Id	DTXSID40894203	Spearmint oil	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894223	DSSTox_Substance_Id	DTXSID40894223	Quilon C 9	C14H32Cr2O7	416.395	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894228	DSSTox_Substance_Id	DTXSID40894228	Silica, [(ethenyldimethylsilyl)oxy]-modified	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894243	DSSTox_Substance_Id	DTXSID40894243	Siloxanes and Silicones, di-Me, Bu group- and 3-[2-(3-carboxymethylene-1-oxopropoxy)ethoxy]propyl group-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894248	DSSTox_Substance_Id	DTXSID40894248	Amines, C12-14-tert-alkyl, compds. with 1-[2-[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]diazenyl]-2-naphthalenol 1-[2-[2-hydroxy-4(or 5)-nitrophenyl]diazenyl]-2-naphthalenol chromium complexes	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894263	DSSTox_Substance_Id	DTXSID40894263	Octadecanoic acid, C11-14-isoalkyl esters, C13-rich	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894268	DSSTox_Substance_Id	DTXSID40894268	Cyclohexaneethanethiol, 3-mercapto-.beta.,4-dimethyl-, manuf. of, by-products from, distn. residues	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894283	DSSTox_Substance_Id	DTXSID40894283	Siloxanes and Silicones, di-Me, stearyl group-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894288	DSSTox_Substance_Id	DTXSID40894288	9-Octadecenoic acid (9Z)-, sulfonated, oxidized, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894304	DSSTox_Substance_Id	DTXSID40894304	Asphalt, oxidized, sulfonated, sodium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894309	DSSTox_Substance_Id	DTXSID40894309	Phosphorous acid, mixed 2,4-bis(1-methyl-1-phenylethyl)phenyl and isodecyl and 2-(1-methyl-1-phenylethyl)phenyl and 4-(1-methyl-1-phenylethyl)phenyl and Ph triesters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894324	DSSTox_Substance_Id	DTXSID40894324	Alkanes, C9-12-branched and linear	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894329	DSSTox_Substance_Id	DTXSID40894329	2-Propenoic acid, telomer with 3-mercaptopropanoic acid, sodium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894344	DSSTox_Substance_Id	DTXSID40894344	Glycolipids, sophorose-contg., Candida bombicola-fermented, from D-glucose and mahua Madhuca longifolia fats and glyceridic oils	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894349	DSSTox_Substance_Id	DTXSID40894349	1,2,4,5-Benzenetetracarboxylic acid, mixed Et and Me esters, compds. with 4,4'-methylenebis[benzenamine] mixed Et and Me 4,4'-carbonylbis[1,2-benzenedicarboxylate]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894364	DSSTox_Substance_Id	DTXSID40894364	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[thiobis(1-oxo-3,1-propanediyl)]bis[.omega.-hydroxy-, bis(C11-15 and C11-15-isoalkyl) ethers	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894369	DSSTox_Substance_Id	DTXSID40894369	1-Octene, dimer	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894384	DSSTox_Substance_Id	DTXSID40894384	Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-hydroxy-, C16-18 and C18-unsatd. alkyl ethers	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894389	DSSTox_Substance_Id	DTXSID40894389	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894400	DSSTox_Substance_Id	DTXSID40894400	Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxodecyl)-.omega.-methoxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894405	DSSTox_Substance_Id	DTXSID40894405	Benzene, (1,1-dimethylethyl)ethyl-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894420	DSSTox_Substance_Id	DTXSID40894420	Polyoxyethylene sorbitol ether	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894425	DSSTox_Substance_Id	DTXSID40894425	Isodecyl oleate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894440	DSSTox_Substance_Id	DTXSID40894440	Onium compounds, morpholinium, 4-ethyl-4-soya alkyl, Et sulfates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894445	DSSTox_Substance_Id	DTXSID40894445	Imidazolium compounds, 1-benzyl-4,5-dihydro-1-(hydroxyethyl)-2-norcoco alkyl, chlorides	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894460	DSSTox_Substance_Id	DTXSID40894460	Fatty acids, C8-10, 2-ethylhexyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894465	DSSTox_Substance_Id	DTXSID40894465	Isooctadecanoic acid, monoester with 1,2,3-propanetriol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894480	DSSTox_Substance_Id	DTXSID40894480	Molybdenum nickel hydroxide oxide phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894485	DSSTox_Substance_Id	DTXSID40894485	Fatty acids, C18, Bu esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894501	DSSTox_Substance_Id	DTXSID40894501	Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894506	DSSTox_Substance_Id	DTXSID40894506	Benzenamine, dodecyl-, branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894521	DSSTox_Substance_Id	DTXSID40894521	Amides, tallow, N-[3-(dimethylamino)propyl]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894526	DSSTox_Substance_Id	DTXSID40894526	Isononanoic acid, triester with 2,2'-[oxybis(methylene)]bis[2-(hydroxymethyl)-1,3-propanediol] tris(2-ethylhexanoate)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894541	DSSTox_Substance_Id	DTXSID40894541	Protein hydrolyzates, soya	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894546	DSSTox_Substance_Id	DTXSID40894546	Amines, dimethyltallow alkyl	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894561	DSSTox_Substance_Id	DTXSID40894561	2-Butenedioic acid (2E)-, di-C12-18-alkyl esters	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894566	DSSTox_Substance_Id	DTXSID40894566	Soybean oil, brominated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894581	DSSTox_Substance_Id	DTXSID40894581	Keratins, hydrolyzates	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894586	DSSTox_Substance_Id	DTXSID40894586	Decanoic acid, mixed esters with neopentyl glycol and octanoic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID40894602	DSSTox_Substance_Id	DTXSID40894602	Hexanedioic acid, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
