INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID701012431	DSSTox_Substance_Id	DTXSID701012431	Poly(oxy-1,2-ethanediyl), .alpha.-(2-methyl-1-oxo-2-propen-1-yl)-.omega.-hydroxy-, C16-18-alkyl ethers	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012443	DSSTox_Substance_Id	DTXSID701012443	2-Oxepanone, polymer with 1,6-diisocyanatohexane, 2,2-dimethyl-1,3-propanediol and 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012455	DSSTox_Substance_Id	DTXSID701012455	Oxirane, 2-methyl-, polymer with oxirane, ether with .beta.-D-fructofuranosyl .alpha.-D-glucopyranoside	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012467	DSSTox_Substance_Id	DTXSID701012467	Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, branched, phosphates, potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012479	DSSTox_Substance_Id	DTXSID701012479	Poly(oxy-1,2-ethanediyl), .alpha.-(4-nonylphenyl)-.omega.-hydroxy-, branched, phosphates, ammonium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012481	DSSTox_Substance_Id	DTXSID701012481	2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate and 2-propenenitrile	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012493	DSSTox_Substance_Id	DTXSID701012493	Ethanol, 2,2'-iminobis-, compd. with .alpha.-octadecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID70101250	DSSTox_Substance_Id	DTXSID70101250	2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate and ethyl 2-propenoate, reaction products with 2-(dimethylamino)ethanol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012500	DSSTox_Substance_Id	DTXSID701012500	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-(1-methyl-1,3-propanediyl)bis[.omega.-hydroxy-, octadecanoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012512	DSSTox_Substance_Id	DTXSID701012512	2-Propenoic acid, butyl ester, polymer with N-(hydroxymethyl)-2-methyl-2-propenamide and 2-propenenitrile	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012524	DSSTox_Substance_Id	DTXSID701012524	Siloxanes and Silicones, di-Me, [[[3-[(2-methyl-1-oxo-2-propen-1-yl)oxy]propyl]silylidyne]tris(oxy)]tris-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012536	DSSTox_Substance_Id	DTXSID701012536	Hexane, 1,6-diisocyanato-, homopolymer, 2-hydroxyethyl acrylate- and propylene glycol monoacrylate-blocked	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012548	DSSTox_Substance_Id	DTXSID701012548	Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(9Z,12Z)-1-oxo-9,12-octadecadien-1-yl]amino]ethyl]-.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012550	DSSTox_Substance_Id	DTXSID701012550	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with methyl .beta.-D-glucopyranoside (4:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012562	DSSTox_Substance_Id	DTXSID701012562	Siloxanes and Silicones, di-Me, Me 3,3,3-trifluoropropyl, [(trimethylsilyl)oxy]- and vinyl group-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012574	DSSTox_Substance_Id	DTXSID701012574	Ethanol, 2,2',2''-nitrilotris-, compd. with .alpha.-butyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012586	DSSTox_Substance_Id	DTXSID701012586	Hexanedioic acid, polymer with 1,2-ethanediol, 1,1'-methylenebis[isocyanatobenzene] and 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012598	DSSTox_Substance_Id	DTXSID701012598	Hexanedioic acid, polymer with 1,4-butanediol, 1,2-ethanediol and 1,1'-methylenebis[4-isocyanatocyclohexane]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012605	DSSTox_Substance_Id	DTXSID701012605	Ethanol, 2,2'-iminobis-, compd. with .alpha.-(nonylphenyl)-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012617	DSSTox_Substance_Id	DTXSID701012617	Castor oil, polymer with dipropylene glycol, 1,1'-methylenebis[4-isocyanatobenzene] and polypropylene glycol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012629	DSSTox_Substance_Id	DTXSID701012629	1,4-Benzenedicarboxylic acid, polymer with 1,4-cyclohexanedimethanol, 1,2-ethanediol and 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012631	DSSTox_Substance_Id	DTXSID701012631	Siloxanes and Silicones, di-Me, [[dimethoxy[3-[(2-methyl-1-oxo-2-propen-1-yl)oxy]propyl]silyl]oxy]-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012643	DSSTox_Substance_Id	DTXSID701012643	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with 1,2,3-propanetriol monododecanoate (2:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012655	DSSTox_Substance_Id	DTXSID701012655	Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,1'-methylenebis[4-isocyanatobenzene]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012667	DSSTox_Substance_Id	DTXSID701012667	2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, butyl 2-propenoate and 2-propenenitrile	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012679	DSSTox_Substance_Id	DTXSID701012679	1,4-Butanediol, polymer with 1,4-diisocyanatobenzene and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012681	DSSTox_Substance_Id	DTXSID701012681	Isocyanic acid, polymethylenepolyphenylene ester, polymer with 1,3-isobenzofurandione and 2,2'-oxybis[ethanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012693	DSSTox_Substance_Id	DTXSID701012693	2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID70101270	DSSTox_Substance_Id	DTXSID70101270	2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, N-(1,1-dimethyl-3-oxobutyl)-2-propenamide, ethenylbenzene and 2-propenoic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012700	DSSTox_Substance_Id	DTXSID701012700	Hexanedioic acid, polymer with butanedioic acid, 2,2'-oxybis[ethanol], pentanedioic acid and 1,2,3-propanetriol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012712	DSSTox_Substance_Id	DTXSID701012712	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C11-15-alkyl ethers, phosphates, potassium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012724	DSSTox_Substance_Id	DTXSID701012724	Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[phenol], 4-(1,1,3,3-tetramethylbutyl)phenyl ester	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012736	DSSTox_Substance_Id	DTXSID701012736	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C11-15-sec-alkyl ethers, phosphates, sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012748	DSSTox_Substance_Id	DTXSID701012748	Benzenesulfonic acid, mono-C10-14-alkyl derivs., compds. with neutralized aniline-nitrobenzene reaction products	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012750	DSSTox_Substance_Id	DTXSID701012750	Rosin, polymer with dicyclopentadiene, glycerol, maleic anhydride, pentaerythritol, soybean oil and 1-tetradecene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012762	DSSTox_Substance_Id	DTXSID701012762	Octadecanoic acid, 12-hydroxy-, polymer with 2-methyl-2-propenoic acid and 2-oxiranylmethyl 2-methyl-2-propenoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012774	DSSTox_Substance_Id	DTXSID701012774	Hexanedioic acid, polymer with 1,4-butanediol, 1,1'-methylenebis[4-isocyanatobenzene] and 3-methyl-1,5-pentanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012786	DSSTox_Substance_Id	DTXSID701012786	Hexanedioic acid, polymer with hexahydro-2H-azepin-2-one and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012798	DSSTox_Substance_Id	DTXSID701012798	Oxirane, 2-methyl-, polymer with 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane] and oxirane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012805	DSSTox_Substance_Id	DTXSID701012805	Hexanedioic acid, polymer with 1,4-butanediol, 1,6-hexanediol, 1,1'-methylenebis[isocyanatobenzene] and 2-oxepanone	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012817	DSSTox_Substance_Id	DTXSID701012817	Hexanedioic acid, polymer with 1,4-butanediol, 1,4-cyclohexanedimethanol and 1,1'-methylenebis[4-isocyanatobenzene]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012829	DSSTox_Substance_Id	DTXSID701012829	1,6-Hexanediamine, N1-(6-aminohexyl)-, polymer with 2-(chloromethyl)oxirane, N-(dithiocarboxy) derivs., sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012831	DSSTox_Substance_Id	DTXSID701012831	Hexanedioic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid and 2,2-dimethyl-1,3-propanediol	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012843	DSSTox_Substance_Id	DTXSID701012843	2-Butenedioic acid (2E)-, di-C8 and C16-18-alkyl esters, polymers with 2-hydroxyethyl methacrylate and vinyl acetate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012855	DSSTox_Substance_Id	DTXSID701012855	4,7-Methano-1H-indene, 3a,4,7,7a-tetrahydro-, polymer with ethene, 5-ethylidenebicyclo[2.2.1]hept-2-ene and 1-propene	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012867	DSSTox_Substance_Id	DTXSID701012867	Hexanedioic acid, polymer with N1-(2-aminoethyl)-1,2-ethanediamine and 2-(chloromethyl)oxirane, hydrochloride sulfate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012879	DSSTox_Substance_Id	DTXSID701012879	Hexanedioic acid, polymer with 1,4-butanediol, 2,2-dimethyl-1,3-propanediol and 1,1'-methylenebis[4-isocyanatobenzene]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012881	DSSTox_Substance_Id	DTXSID701012881	Oxirane, 2-methyl-, polymer with oxirane, ether with .beta.-D-fructofuranosyl .alpha.-D-glucopyranoside, ammonium salt	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012893	DSSTox_Substance_Id	DTXSID701012893	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-[(2-ethyl-1-oxohexyl)oxy]-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012900	DSSTox_Substance_Id	DTXSID701012900	1,2-Benzenedicarboxylic acid, 1,2-di-2-propen-1-yl ester, polymer with ethyl 2-propenoate and 2-methyl-2-propenoic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012912	DSSTox_Substance_Id	DTXSID701012912	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.',.alpha.''-(nitrilotri-2,1-ethanediyl)tris[.omega.-hydroxy-, benzoate (ester)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012924	DSSTox_Substance_Id	DTXSID701012924	1,2-Cyclohexanediamine, reaction products with N-[4-(2-oxiranylmethoxy)phenyl]-N-(2-oxiranylmethyl)-2-oxiranemethanamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012936	DSSTox_Substance_Id	DTXSID701012936	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[methylenebis[4,6-bis(1,1-dimethylpropyl)-2,1-phenylene]]bis[.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012948	DSSTox_Substance_Id	DTXSID701012948	1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,1'-methylenebis[4-isocyanatocyclohexane], caprolactam-blocked	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID70101295	DSSTox_Substance_Id	DTXSID70101295	Starch, thermal hydrolyzed	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012950	DSSTox_Substance_Id	DTXSID701012950	Hexanedioic acid, polymer with 2,2'-(methylimino)bis[ethanol], di-(9Z)-9-octadecenoate (ester), compd. with chloromethane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012962	DSSTox_Substance_Id	DTXSID701012962	2H-Azepin-2-one, hexahydro-, polymer with 1,2-ethanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012974	DSSTox_Substance_Id	DTXSID701012974	Acetic acid ethenyl ester, polymer with ethenol, reaction products with 1-isocyanatohexadecane and 1-isocyanatooctadecane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012986	DSSTox_Substance_Id	DTXSID701012986	2-Propenoic acid, 2-methyl-, polymer with 2-(chloromethyl)oxirane, ethenylbenzene and 4,4'-(1-methylethylidene)bis[phenol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701012998	DSSTox_Substance_Id	DTXSID701012998	2-Propenoic acid, polymer with 2-ethylhexyl 2-propenoate, ethyl 2-propenoate and N-[(2-methylpropoxy)methyl]-2-propenamide	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013003	DSSTox_Substance_Id	DTXSID701013003	Poly(oxy-1,2-ethanediyl), .alpha.-(3-carboxy-1-oxosulfopropyl)-.omega.-hydroxy-, ethers with lanolin alcs., disodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013015	DSSTox_Substance_Id	DTXSID701013015	1,3-Isobenzofurandione, 3a,4,7,7a-tetrahydro-, polymer with 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol and 2,5-furandione	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013027	DSSTox_Substance_Id	DTXSID701013027	2-Propenoic acid, 1,1'-[(1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)]] ester, reaction products with diethylamine	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013039	DSSTox_Substance_Id	DTXSID701013039	1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, [1,1'-biphenyl]-4,4'-diol and 4-hydroxybenzoic acid	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013041	DSSTox_Substance_Id	DTXSID701013041	Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,3-isobenzofurandione and 1,1'-oxybis[2-propanol]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013053	DSSTox_Substance_Id	DTXSID701013053	Hexanedioic acid, polymer with 1,4-butanediol, dimethyl carbonate, 1,6-hexanediol and 1,1'-methylenebis[4-isocyanatobenzene]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013065	DSSTox_Substance_Id	DTXSID701013065	1,3-Butanediol, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl) and 1,1'-methylenebis[4-isocyanatobenzene]	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013077	DSSTox_Substance_Id	DTXSID701013077	1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol and 1,3,5-tris(2-hydroxyethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013089	DSSTox_Substance_Id	DTXSID701013089	Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-(iminodi-2,1-ethanediyl)bis[.omega.-hydroxy-, N-[3-(C12-15-alkyloxy)propyl] derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013091	DSSTox_Substance_Id	DTXSID701013091	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with 2-[3-(C12-14-alkyloxy)-2-hydroxypropoxy]-1-propanol (2:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013108	DSSTox_Substance_Id	DTXSID701013108	Poly(oxy-1,2-ethanediyl), .alpha.-[3-[(carboxymethyl)methylamino]-2-hydroxypropyl]-.omega.-(4-nonylphenoxy)-, sodium salt (1:1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID70101311	DSSTox_Substance_Id	DTXSID70101311	1-Propanamine, 3-(C16-18-alkyloxy) derivs.	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013110	DSSTox_Substance_Id	DTXSID701013110	Benzene, diethenyl-, polymer with ethenylbenzene and ethenylethylbenzene, chloromethylated, N,N-dibutyl-1-butanamine-quaternized	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013122	DSSTox_Substance_Id	DTXSID701013122	Hexanedioic acid, polymer with 1,2-ethanediol, 1,1'-methylenebis[4-isocyanatobenzene] and 1,2-propanediol, isocyanate-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013134	DSSTox_Substance_Id	DTXSID701013134	Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,3-isobenzofurandione	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013146	DSSTox_Substance_Id	DTXSID701013146	Benzoic acid, 2-hydroxy-, reaction products with ethylated methylated formaldehyde-6-phenyl-1,3,5-triazine-2,4-diamine condensate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013158	DSSTox_Substance_Id	DTXSID701013158	Formaldehyde, polymer with 2-(chloromethyl)oxirane, 4,4'-(1-methylethylidene)bis[phenol], 2-methyloxirane, nonylphenol and oxirane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID70101316	DSSTox_Substance_Id	DTXSID70101316	Amylopectin, acid-hydrolyzed	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013160	DSSTox_Substance_Id	DTXSID701013160	2-Propenoic acid, 2-methyl-, 2-(dimethylamino)ethyl ester, polymer with 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013172	DSSTox_Substance_Id	DTXSID701013172	Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013184	DSSTox_Substance_Id	DTXSID701013184	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.'-[[[3-(dimethylamino)propyl]imino]bis(methyl-2,1-ethanediyl)]bis[.omega.-hydroxy-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013196	DSSTox_Substance_Id	DTXSID701013196	Poly(oxy-1,4-butanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,1'-methylenebis[4-isocyanatobenzene], isocyanate-terminated	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013203	DSSTox_Substance_Id	DTXSID701013203	2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate and .alpha.-octadecyl-.omega.-(2-propen-1-yloxy)poly(oxy-1,2-ethanediyl)	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID701013215	DSSTox_Substance_Id	DTXSID701013215	Fatty acids, coco, hydrogenated, reaction products with 2-[(2-aminoethyl)amino]ethanol and sodium 2-chloroacetate (1:1), sodium salts	-	-	-	-	-	-	-	-	-	-	-	-	-	-
