"dsstox_substance_id","CAS","Substance_Name","Pred.SHEDS.Direct","Pred.SHEDS.Indirect","Pred.FINE","Pred.Food.Contact","Pred.REDS","Pred.RAIDAR","Pred.RAIDAR.ICE","Pred.USETox.Pest","Pred.USETox.Indust","Pred.USETox.Res","Pred.USETox.Diet","Pred.Production.Volume","Pred.Stockholm","delta.Diet.pred","delta.Res.pred","delta.Pest.pred","delta.Indust.pred","Pred.SHEDS.Direct.log.scale","Pred.SHEDS.Indirect.log.scale","Pred.FINE.log.scale","Pred.Food.Contact.log.scale","Pred.REDS.log.scale","Pred.RAIDAR.log.scale","Pred.RAIDAR.ICE.log.scale","Pred.USETox.Pest.log.scale","Pred.USETox.Indust.log.scale","Pred.USETox.Res.log.scale","Pred.USETox.Diet.log.scale","Pred.Production.Volume.log.scale","Pred.Stockholm.log.scale","seem3","seem3.l95","seem3.u95"
"DTXSID0020311","150-68-5","Monuron",NA,NA,NA,NA,NA,2.87e-05,NA,0.064522512851632,0.000125791402122,0.035407422227984,0.000178285406893,31.0554762605728,0,0.278,0.3126,0.9444,0.1146,0,0,0,0,0,-0.459311622746325,0,1.10965447523543,-0.440933614027001,1.01740024726541,-0.0152227758824083,-0.30401944644223,0,6.39777559977853e-07,3.72224545921126e-08,0.000618226145752191
"DTXSID0020319","1897-45-6","Chlorothalonil",0,0.000163309,0.00676,NA,NA,4.6e-05,0.133,0.0228863601937562,4.9380151646e-05,0.007128565327534,0.000124489574359,31.0554762605728,0,0.2404,0.216,0.8964,0.1878,-4,0.925867113050253,-0.610704674635552,0,0,-0.327518557317581,0.296286103720162,0.0547240810333942,-0.961271939580582,-0.473212582924648,-0.350970456995226,-0.30401944644223,0,2.37786038031851e-07,2.15581758393071e-08,3.16410807263142e-05
"DTXSID0020369","4342-03-4","Dacarbazine",NA,NA,NA,NA,NA,0.000167,NA,0.06761176052737,0.00020201472336008,0.07599947541139,0.00019057177965517,31.0554762605728,0,0.19,0.3728,0.4126,0.182,0,0,0,0,0,0.0326929317839394,0,1.1572550465614,-0.17732695678072,1.72773799699886,0.0470755978492435,-0.30401944644223,0,2.94545426507681e-07,4.10921967708697e-09,0.000219621188336076
"DTXSID0020440","120-36-5","Dichlorprop",0,NA,0.000242,NA,0.005,1.81e-05,NA,0.0521435069891602,9.42888448293e-05,0.0071684194250652,0.000141780390378,31.0554762605728,0,0.1568,0.4616,0.9846,0.018,-4,0,-1.61534968182104,0,-0.809312261697943,-0.588098878820746,0,0.892846623414697,-0.60134170051458,-0.46802766292554,-0.229392328657041,-0.30401944644223,0,4.38249912322973e-07,4.1768646474867e-08,4.74610154081824e-05
"DTXSID0020442","94-75-7","""2,4-Dichlorophenoxyacetic acid""",0,NA,0.000211,NA,0.13,0.057,NA,0.0206726695682585,0.0001424544098995,0.0073143883696901,0.000158454269651,138884.311984544,0,0,1,1,0,-4,0,-1.6567079182699,0,0.678162819627009,1.66222891803084,0,-0.0488160723455459,-0.371710890520957,-0.449280531815525,-0.125454535144446,2.18426370593053,0,1.87429069457656e-06,1.45648266598125e-08,0.000143291628672159
"DTXSID0020446","330-54-1","Diuron",0,0,2.66e-05,NA,0.074,2.89e-05,0.000175,0.0526410714208352,3.95965839276e-05,0.0071937154749046,0.000135521289914,277.768623969087,0,0.6596,0.2826,0.9416,0.0878,-4,-4,-2.28153259581575,0,0.420912422586706,-0.457371518011321,-1.86677751387573,0.902512716888594,-1.08414282546244,-0.464751642767934,-0.271599258980269,0.344577635735721,0,1.08073675473833e-05,1.60728875663436e-07,0.00166058603146777
"DTXSID0020498","120-61-6","Dimethyl terephthalate",NA,NA,NA,0.007358385,NA,0.1,NA,0.0612463157210985,2.427716388165e-05,0.00714340157468506,0.0001679637654818,1075793.25473123,0,0.9336,0.5832,0.1828,0.9418,0,0,0,-0.904010874425467,0,1.81927030567546,0,1.05661599869235,-1.35636976180561,-0.471279044550978,-0.0709720595120553,2.79028009010206,0,4.01414370746795e-05,4.61333690489334e-09,0.635286247765073
"DTXSID0020523","51-28-5","""2,4-Dinitrophenol""",NA,NA,NA,NA,NA,1.61e-06,NA,0.069491209119128,0.000140082862253,0.04811266892059,0.000188505896049,31.0554762605728,0,0.1168,0.4386,0.7076,0.523,0,0,0,0,0,-1.26409383415445,0,1.18516162326388,-0.381052785952179,1.30256027571199,0.036886575466859,-0.30401944644223,0,3.93106460384982e-06,1.16050819036516e-08,0.00364439321912507
"DTXSID0020529","121-14-2","""2,4-Dinitrotoluene""",NA,NA,0,NA,NA,2.12e-06,NA,0.070434683917022,0.000116710191018,0.041546412083327,0.000191244769884,62.1109525211457,0,0.1038,0.5946,0.2936,0.9218,0,0,-5,0,0,-1.18721517457476,0,1.19888732532559,-0.482630248845634,1.16609748538572,0.050370974319083,-0.0988298041549407,0,7.47205520232489e-06,2.04107961833103e-08,0.0030776453867855
"DTXSID0020573","50-28-2","17beta-Estradiol",NA,NA,NA,NA,NA,2.52e-05,NA,0.043817080618445,0.0001096943292129,0.006464379927103,0.000120266340396,31.0554762605728,0,0.1572,0.3464,0.2316,0.1706,0,0,0,0,0,-0.495645080077221,0,0.715772537311279,-0.51712902578171,-0.564169170290233,-0.383233522422905,-0.30401944644223,0,4.20968223174812e-07,4.39013668918863e-09,0.000307337699685695
"DTXSID0020577","536-33-4","Ethionamide",NA,NA,NA,NA,NA,2.02e-05,NA,0.0752604657869924,4.89696583068e-05,0.0072856769614448,0.000205891561927,31.0554762605728,0,0.2292,0.361,0.4324,0.199,0,0,0,0,0,-0.557431813230427,0,1.26633659624697,-0.965917133049157,-0.45293827040986,0.119355311922044,-0.30401944644223,0,6.23243221535795e-07,5.79000908969826e-09,0.000447270902126096
"DTXSID0020604","106-87-6","4-Vinyl-1-cyclohexene dioxide",NA,NA,NA,NA,NA,1.76e-07,NA,0.0575515592669915,2.44499179904e-05,0.0071254195787608,0.000247955,31.0554762605728,0,0.4612,0.64,0.298,0.8142,0,0,0,0,0,-1.88248961880611,0,0.993285486382726,-1.35242402151219,-0.473623070633827,0.293133182793365,-0.30401944644223,0,7.66714351968349e-05,9.70310954158247e-08,0.160246133114017
"DTXSID0020606","103-23-1","Di(2-ethylhexyl) adipate",0,3.08e-06,0.499,0.894735967,NA,0.326,0.000526,0.0276700977323541,0.000191777054034,0.002024554189027,7.4443903875e-05,87838.1514273156,0,0.9092,0.717,0.307,0.876,-4,-0.775363524699399,0.68712450508872,2.17058220464855,0,2.14941411081413,-1.50790970168906,0.247915418295767,-0.206267123039798,-1.64385838377543,-0.831624351514605,2.0486407294708,0,0.000649257278668567,3.25503325887657e-10,7.45327751525491
"DTXSID0020650","149-91-7","Gallic acid",NA,NA,NA,NA,NA,0.000448,NA,0.072986777974816,0.000146395698822694,0.21598546745307,0.000200430186783,31.0554762605728,0,0.7072,0.321,0.2434,0.7534,0,0,0,0,0,0.30837899257775,0,1.23511363918285,-0.356524261394393,2.69910756052754,0.0942243754472058,-0.30401944644223,0,2.6603172805248e-07,5.23639883808400e-09,0.000299020277363682
"DTXSID0020652","25812-30-0","Gemfibrozil",NA,NA,NA,NA,NA,2.51e-05,NA,0.051207385790019,0.000354866252752,0.007879539374663,0.000141794027608,31.0554762605728,0,0.343,0.5304,0.4132,0.1344,0,0,0,0,0,-0.496755912391974,0,0.874408127372802,0.136186248054466,-0.380064409711887,-0.22930241830614,-0.30401944644223,0,1.46393937227819e-06,5.82367141148594e-09,0.000435001257329814
"DTXSID0020654","105-87-3","Geranyl acetate",0.002093045,1.42e-06,0.117,NA,NA,1e-04,0.0134,0.036822596505204,3.3624476811e-05,0.008206470415688,0.000164643091391,878.381514273155,0,0.7782,0.981,0.4012,0.7998,-0.134048494683762,-1.10709638473774,0.249515119966652,0,0,-0.110576635046945,-0.452122900237502,0.538763529645932,-1.17511867078892,-0.342256728193712,-0.0896384377678597,0.685390254482737,0,0.000290066134309442,8.01327819732911e-07,0.138817471710387
"DTXSID0021094","101-80-4","""4,4'-Oxydianiline""",NA,NA,NA,NA,NA,0.00271,NA,0.0631383719027369,0.000103399998769,0.042846116325901,0.000176120774443,3928.24155218796,0,0.6356,0.2056,0.3324,0.803,0,0,0,0,0,0.811227165667432,0,1.08758280212222,-0.550012121485715,1.19474502223445,-0.0266420593466161,1.1287976943734,0,1.95035480421258e-06,1.62897351306806e-09,0.00203702344287054
"DTXSID0021125","77-09-8","Phenolphthalein",0,0,0,NA,NA,2.5e-05,NA,0.034037562736637,0.000135879469598,0.01970380034123,0.000101820815009,31.0554762605728,0,0.3766,0.2482,0.245,0.251,-4,-4,-5,0,0,-0.497871179178821,0,0.458716008893497,-0.398006015408454,0.472318676107601,-0.538873004857886,-0.30401944644223,0,1.70001216439619e-07,2.93734667843955e-09,3.84241683540969e-05
"DTXSID0021179","6673-35-4","Practolol",NA,NA,NA,NA,NA,9.59e-05,NA,0.042402191527289,0.000107603991405619,0.096128137727674,0.000115522767691872,31.0554762605728,0,0.116,0.383,0.1708,0.0472,0,0,0,0,0,-0.122272403490201,0,0.682364358220902,-0.527835394543284,1.94624646548579,-0.420851115038342,-0.30401944644223,0,2.11046772147972e-07,5.54404320966849e-09,0.000244231021889389
"DTXSID0021206","57-55-6","""1,2-Propylene glycol""",0.352467559,0.000743859,NA,0.027043338,NA,NA,NA,NA,NA,NA,NA,2777686.23969088,0,0.9376,0.6842,0.4298,0.8354,1.12597879722218,1.5754777697107,0,-0.0704030988410865,0,0,0,0,0,0,0,3.07107858571185,0,0.00576129301023692,1.54253147457574e-08,331.025926475719
"DTXSID0021254","94-59-7","Safrole",NA,NA,0,NA,NA,1.51e-06,NA,0.0722135093515393,5.254855307002e-05,0.00725156706974457,0.0002130317542494,31.0554762605728,0,0.8508,0.8498,0.4452,0.6564,0,0,-5,0,0,-1.28200855746403,0,1.22427280285047,-0.926665866009618,-0.457302538957736,0.15122428089884,-0.30401944644223,0,7.79979821457066e-05,2.1095802549347e-07,0.0608001659187908
"DTXSID0021256","599-79-1","Sulfasalazine",NA,NA,NA,NA,NA,2.12e-05,NA,0.021639891141101,0.000252946626988763,0.10223024105345,9.348913480743e-05,31.0554762605728,0,0.1582,0.285,0.3656,0.1352,0,0,0,0,0,-0.543932861000627,0,-0.00227588831536411,-0.0522122780830474,2.00348367772701,-0.618676598139796,-0.30401944644223,0,2.32122354191405e-07,3.96894210128741e-09,0.000277098719387854
"DTXSID0021337","148-79-8","Thiabendazole",0,0.000161801,0,NA,0.01,2.32e-05,0.216,0.0638353506968452,3.13573201275e-05,0.0073593684484392,0.0001609365603845,31.0554762605728,0,0.1396,0.4108,0.823,0.1308,-4,0.921892465208293,-5,0,-0.492857808387092,-0.518746992116915,0.454417044072652,1.09875672948276,-1.21396364360795,-0.443578985403822,-0.11092373518616,-0.30401944644223,0,3.38496099175378e-07,6.73348423536979e-09,9.45394943552005e-05
"DTXSID0021339","52-24-4","Thiotepa",NA,NA,NA,NA,NA,4.52e-07,NA,0.0610098578139778,6.1083624416e-05,0.025724907502804,0.0001731004269989,31.0554762605728,0,0.4188,0.4964,0.4364,0.3048,0,0,0,0,0,-1.61898460771255,0,1.05267887233125,-0.842914239773664,0.72030115801907,-0.0428123456011804,-0.30401944644223,0,5.89048787300666e-06,1.68621518119954e-08,0.0053637647733413
"DTXSID0021385","133-07-3","Folpet",0,0,3.53e-05,NA,NA,3.8e-05,0.041,0.0199926317816587,3.4750280169e-05,0.0071114137991591,0.0001023577275482,31.0554762605728,0,0.7646,0.5338,0.8938,0.136,-4,-4,-2.19615728764959,0,0,-0.380894415217086,-0.0874499815277451,-0.0828604428548665,-1.1567923750778,-0.475452882482083,-0.533956629595374,-0.30401944644223,0,1.44812243339012e-06,1.08256152891954e-08,0.000140678194620959
"DTXSID0021389","52-68-6","Trichlorfon",0,0,0.00946,NA,NA,0.000247,0.00147,0.0163807612174666,0.000133219417291,0.010727654792112,0.000123239039153,31.0554762605728,0,0,1,1,0,-4,-4,-0.509315298444727,0,0,0.142038369579447,-1.17278089377679,-0.285665002813837,-0.409007748810999,-0.0931081292628669,-0.360408327546361,-0.30401944644223,0,1.6086083136405e-07,4.10257611160812e-09,9.46843448083046e-06
"DTXSID0021414","78-42-2","Tris(2-ethylhexyl) phosphate",NA,NA,0,NA,NA,0.000313,NA,0.02055043923497,0.00025122186634,0.00138180536504,1.4441863691e-05,3928.24155218796,0,0.3962,0.7324,0.3586,0.8132,0,0,-5,0,0,0.208198272888497,0,-0.0548518786952919,-0.0560196343968912,-1.99907948455334,-2.36462322408175,1.1287976943734,0,1.02548248078139e-05,3.20128156560501e-09,15.6403331554479
"DTXSID0021545","598-78-7","2-Chloropropanoic acid",NA,NA,NA,NA,NA,2.79e-07,NA,0.0084593164619468,6.47122946237e-05,0.013820026154411,0.000341038,31.0554762605728,0,0.4306,0.485,0.5916,0.7014,0,0,0,0,0,-1.75377427294916,0,-0.958272269052466,-0.810802033818193,0.14245476231921,0.59109882032712,-0.30401944644223,0,7.0539546046308e-06,1.28269720971774e-08,0.00606378980455006
"DTXSID0021832","99-97-8","""N,N,4-Trimethylaniline""",0,NA,0,NA,NA,8.64e-05,1.13e-05,0.00842300592290961,2.251441702247e-05,0.00710060293162015,0.0002602081676619,277.768623969087,0,0.6318,0.8856,0.1844,0.8632,-4,0,-5,0,0,-0.151416221665286,-2.76026063799042,-0.962650482655901,-1.39831633657453,-0.476867755059991,0.338223154148734,0.344577635735721,0,2.50426073178688e-06,6.02095535571812e-09,0.00113013627424231
"DTXSID0021834","100-02-7","4-Nitrophenol",NA,NA,NA,NA,NA,5.45e-07,NA,0.086604310802653,0.0001294015154982,0.08808788634757,0.0002528729414545,31.0554762605728,0,0.2454,0.5002,0.401,0.8166,0,0,0,0,0,-1.56671273007693,0,1.40923133369044,-0.425188351974707,1.86501381375983,0.311492618980675,-0.30401944644223,0,1.12435051488541e-05,1.35472210987891e-08,0.010912306253599
"DTXSID0021961","119-61-9","Benzophenone",0.008636383,NA,0.354,0.018793672,NA,0.000447,2.05,0.0724868469225701,2.42587800487e-05,0.0076962755930099,0.000178865,3928.24155218796,0,0.7726,0.8,0.6952,0.3902,0.214332161137506,0,0.583544810459417,-0.303475384262634,0,0.307754692968033,1.18822443684253,1.22811806556154,-1.35679130424162,-0.401950002598578,-0.0121887238785978,1.1287976943734,0,0.000309124313421894,1.25686362733412e-07,0.235930288470934
"DTXSID0021965","120-82-1","""1,2,4-Trichlorobenzene""",NA,NA,NA,NA,NA,0.000375,NA,0.00665659380901269,0.00021604829400807,0.00714275688814229,0.000179812,27776.8623969087,0,0,0,1,0,0,0,0,0,0,0.258687526920836,0,-1.20220055432661,-0.139953924768021,-0.471362980025826,-0.00725246377093469,1.70782811072379,0,2.02710061024758e-06,1.99745498208901e-07,1.84892423324316e-05
"DTXSID0021969","121-33-5","4-Hydroxy-3-methoxybenzaldehyde",0,NA,0.00188,NA,NA,0.000983,0.0538,0.082090957910026,7.1509748317e-05,0.06296943444603,0.0002263676451041,3928.24155218796,0,0.8118,0.67,0.5288,0.695,-4,0,-0.996817939935854,0,0,0.527915488250259,0.00114932515466602,1.35475651243385,-0.75522077014686,1.55282660542328,0.207984825245054,1.1287976943734,0,4.02713204376375e-06,3.18246302809318e-09,0.00259737080769268
"DTXSID0022018","298-04-4","Disulfoton",0,1.26e-05,NA,NA,0.023,3.78e-05,NA,0.043697383720114,0.00018289208927,0.0156496519878,0.00012997233036,31.0554762605728,0,0,0,1,0,-4,-0.171785014569607,0,0,-0.112595421770843,-0.3823686875517,0,0.71298834584346,-0.232664325773629,0.25808149087756,-0.310680765457707,-0.30401944644223,0,2.24063256551373e-07,7.86263720239051e-08,6.71354469836261e-07
"DTXSID0022068","591-78-6","2-Hexanone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0554762605728,0,0.9162,0.9542,0.2616,0.93,0,0,0,0,0,0,0,0,0,0,0,-0.30401944644223,0,1.35494754266468e-05,1.79044112592672e-07,0.000353441082993555
"DTXSID0022197","2759-28-6","1-Benzylpiperazine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0554762605728,0,0.1258,0.609,0.2636,0.5024,0,0,0,0,0,0,0,0,0,0,0,-0.30401944644223,0,1.11311201902846e-06,6.24322524510821e-09,0.000131471859010191
"DTXSID0022519","59-30-3","Folic acid",NA,NA,0,NA,NA,0.00857,NA,0.015873370754312,0.000102077441763001,0.207963017657308,7.1092746941025e-05,31.0554762605728,0,0.262,0.2696,0.2176,0.0846,0,0,-5,0,0,1.13287574017425,0,-0.317689958613494,-0.55717561621813,2.66390630318151,-0.874681943607306,-0.30401944644223,0,1.41893922825029e-07,3.80192410107504e-09,0.000407804975244512
"DTXSID0022563","54965-21-8","Albendazole",NA,NA,NA,NA,NA,1.88e-05,NA,0.045431020732988,0.00017087590071,0.04878381475596,0.000124552879404,31.0554762605728,0,0.2708,0.3148,0.5698,0.0894,0,0,0,0,0,-0.577498053062233,0,0.752588108919531,-0.270481057800672,1.31544360886703,-0.350495214222558,-0.30401944644223,0,4.61363485638878e-07,6.30969025179855e-09,0.000648742633827297
"DTXSID0022690","10457-90-6","Bromperidol",NA,NA,NA,NA,NA,2.73e-05,NA,0.01970590034154,0.000628136515104,0.0220687793288,0.000313717434133,31.0554762605728,0,0.0682,0.3832,0.1248,0.0832,0,0,0,0,0,-0.473283231938085,0,-0.0975633829891863,0.453937595910757,0.577736261425944,0.513041543839411,-0.30401944644223,0,1.38597318713031e-07,3.82081329750233e-09,7.39478549605498e-05
"DTXSID0022773","73384-59-5","Ceftriaxone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0554762605728,0,0.0888,0.2562,0.1324,0.0412,0,0,0,0,0,0,0,0,0,0,0,-0.30401944644223,0,9.79439623268939e-08,3.55499401887162e-09,7.81441612734073e-05
"DTXSID0022777","169590-42-5","Celecoxib",NA,NA,NA,NA,NA,3e-05,NA,0.023941132050948,0.00042179465064608,0.00216069007542,0.00014505966296338,31.0554762605728,0,0.6486,0.2714,0.6448,0.0352,0,0,0,0,0,-0.446935284029623,0,0.100583322439773,0.232331133699112,-1.58333579990385,-0.20801727458228,-0.30401944644223,0,7.26523869785951e-07,1.06961256615026e-08,0.00121190735364124
"DTXSID0022800","58-94-6","Chlorothiazide",NA,NA,NA,NA,NA,0.000286,NA,0.035211131491648,0.000167278933373183,0.16250845469528,0.000115051754655,31.0554762605728,0,0.1888,0.2682,0.384,0.1442,0,0,0,0,0,0.182995562580957,0,0.493217216922185,-0.282319811072989,2.43454046709673,-0.42467031846058,-0.30401944644223,0,2.03742745856544e-07,4.64218573827416e-09,0.00015392458917479
"DTXSID0022808","50-53-3","Chlorpromazine",NA,NA,NA,NA,NA,4.72e-05,NA,0.033720251440128,0.000144610523417,0.007131828372782,9.036535296e-05,31.0554762605728,0,0.1502,0.2908,0.188,0.0288,0,0,0,0,0,-0.320323980524968,0,0.449183107727945,-0.363351620760824,-0.472786980593891,-0.650445253535042,-0.30401944644223,0,1.85054877469975e-07,3.75422906108252e-09,0.000512124071416059
"DTXSID0022933","71-63-6","Digitoxin",NA,NA,NA,NA,NA,2.2e-05,NA,0.002921935216611,8.8769882607e-05,0.004710712325342,5.86475016692e-05,31.0554762605728,0,0.1292,0.3412,0.2328,0.0656,0,0,0,0,0,-0.533584494281515,0,-2.04022458571818,-0.63490520584436,-0.858484012619607,-1.05457595342509,-0.30401944644223,0,2.30659027490519e-07,4.29405106538352e-09,0.000296445786840559
"DTXSID0023036","54350-48-0","Etretinate",NA,NA,NA,NA,NA,3.94e-05,NA,0.0291759110188,0.0001028114138,0.0087568838898,9.024099612e-05,31.0554762605728,0,0.4198,0.3816,0.481,0.1722,0,0,0,0,0,-0.370786761320469,0,0.301850150526338,-0.553188749375973,-0.281883803602974,-0.651732575884989,-0.30401944644223,0,1.55377538574911e-06,7.65297462175708e-09,0.00228903404773312
"DTXSID0023088","59-23-4","Galactose",NA,NA,0,NA,NA,6.92e-08,NA,0.062679270449113,7.36166227822e-05,0.06637112010457,0.000182300256774397,31.0554762605728,0,0.6426,0.5314,0.449,0.7654,0,0,-5,0,0,-2.14328049725362,0,1.0801549230958,-0.739062623984802,1.60175624696468,0.005594762765634,-0.30401944644223,0,5.28494098329718e-05,7.75057225042626e-08,0.0992947055921407
"DTXSID0023163","73334-07-3","Iopromide",NA,NA,NA,NA,NA,7.66e-08,NA,0.002472678065879,0.000185003198154102,0.15900543217822,5.23286498487013e-05,31.0554762605728,0,0.3578,0.3654,0.1496,0.0382,0,0,0,0,0,-2.11489716068542,0,-2.21014183849618,-0.226277870560109,2.41427424542436,-1.16114450917081,-0.30401944644223,0,5.99167690036189e-07,3.55499401887162e-09,0.00573423063521592
"DTXSID0023165","79770-24-4","Iotrolan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0554762605728,0,0.3976,0.3256,0.1516,0.0674,0,0,0,0,0,0,0,0,0,0,0,-0.30401944644223,0,1.85054877469975e-07,5.16978541729885e-09,0.000131164764894458
"DTXSID0023296","61-73-4","Methylene blue",NA,NA,0,0.039803649,NA,NA,NA,0.0332915089524954,2.72320727225e-05,0.0071275397840255,9.10324297968e-05,31.0554762605728,0,0.504,0.1388,0.1788,0.1134,0,0,-5,0.177141673452313,0,0,0,0.436159023624983,-1.29245447232737,-0.473346385850915,-0.643569878060582,-0.30401944644223,0,6.10500467641654e-07,5.88955902905797e-09,0.000931070310722827
"DTXSID0023325","61337-67-5","Mirtazapine",NA,NA,NA,NA,NA,2.44e-05,NA,0.043836154360966,8.19628936715e-05,0.0071252688910999,0.000122248068907,31.0554762605728,0,0.0656,0.3746,0.1074,0.066,0,0,0,0,0,-0.504657924878821,0,0.716215496528513,-0.679300517417439,-0.47364273836461,-0.36795551019938,-0.30401944644223,0,2.41929904443778e-07,4.50697920513705e-09,0.000117058322544638
"DTXSID0023329","68693-11-8","Modafinil",NA,NA,NA,NA,NA,3.01e-05,NA,0.042436813497802,0.0001338510530785,0.019528932053786,0.00011296758683168,31.0554762605728,0,0.1862,0.2664,0.2824,0.1476,0,0,0,0,0,-0.446005586136407,0,0.683195073138144,-0.406375600464424,0.464028232175754,-0.441759594738082,-0.30401944644223,0,2.67440880068747e-07,4.07091334829541e-09,0.000113800310035293
"DTXSID0023377","24526-64-5","Nomifensine",NA,NA,NA,NA,NA,2.83e-05,NA,0.0540770968859217,4.7509361645e-05,0.007523370189781,0.00013551428785,31.0554762605728,0,0.0846,0.3522,0.103,0.129,0,0,0,0,0,-0.463232725135604,0,0.929906105781212,-0.982763648042576,-0.42308173560384,-0.27164755933828,-0.30401944644223,0,2.25314014882334e-07,3.50957997833194e-09,0.000175599402037642
"DTXSID0023454","86-21-5","Pheniramine",NA,NA,0,NA,NA,7.63e-06,NA,0.052717501259751,0.0001341426312384,0.05215891314977,0.000146454028,31.0554762605728,0,0.2318,0.6284,0.2204,0.1154,0,0,-5,0,0,-0.829428835633657,0,0.903989405452205,-0.405164725504857,1.37765726569806,-0.199074517853198,-0.30401944644223,0,1.25027923942491e-06,6.1159207589679e-09,0.000541722854784362
